æː	a
aː	a
ɑː	aː
b′	bʲ
b	bˠ
k′	c
k	k
x′	ç
x	x
d′	dʲ
d	d̪ˠ
eː	eː
e	ɛ
ə	ə
ai	əi
au	əu
f′	fʲ
f	fˠ
g′	ɟ
g	ɡ
ɣ′	j
ɣ	ɣ
h	h
iːə	iə
iː	iː
i	ɪ
ʟ′	l̠ʲ
ʟ	l̪ˠ
l′	lʲ
m′	mʲ
m	mˠ
ɴ′	n̠ʲ
ɴ	n̪ˠ
n′	nʲ
ŋ′	ɲ
ŋ	ŋ
oː	oː
o	ɔ
p′	pʲ
p	pˠ
r′	ɾʲ
r	ɾˠ
s′	ʃ
s	sˠ
t′	tʲ
t	t̪ˠ
uːə	uə
uː	uː
u	ʊ
w′	vʲ
w	w
